#creator_id: "https://orcid.org/0000-0001-5705-7831"
#curie_map:
#  CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#  CHEMBL.COMPOUND: "https://www.ebi.ac.uk/chembl/compound/inspect/"
#  DRUGBANK: "http://www.drugbank.ca/drugs/"
#  DrugCentral: "https://drugcentral.org/drugcard/"
#  pharmgkb.drug: "http://www.pharmgkb.org/drug/"
#  ttd.drug: "http://bidd.nus.edu.sg/group/TTD/ZFTTDDRUG.asp?ID="
#  skos: "http://www.w3.org/2004/02/skos/core"
#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_provider: "https://unmtid-shinyapps.net/download/drugcentral.dump.010_05_2021.sql.gz"
subject_id	predicate_id	object_id	match_type	subject_label	object_label	comment
CHEBI:135774	skos:exactMatch	DrugCentral:979	Lexical		ebrotidine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134736	skos:exactMatch	DrugCentral:4831	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135593	skos:exactMatch	DrugCentral:981	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4753	skos:exactMatch	DrugCentral:982	Lexical	2-[(diethoxyphosphoryl)sulfanyl]-N,N,N-trimethylethanaminium	echothiophate	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4754	skos:exactMatch	DrugCentral:983	Lexical	rac-1-{2-(4-chlorobenzyloxy)-2-(2,4-dichlorophenyl)ethyl}-1H-imidazole	econazole	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:84050	skos:exactMatch	DrugCentral:4633	Lexical	(6R,6aR,7R,13S,14S,16R,20R)-6',8,14-trihydroxy-7',9-dimethoxy-4,10,23-trimethyl-19-oxo-3',4',6,7,12,13,14,16-octahydro-2'H,6aH-spiro[7,13-epimino-6,16-(epithiopropanooxymethano)[1,3]dioxolo[7,8]isoquinolino[3,2-b][3]benzazocine-20,1'-isoquinolin]-5-yl acetate	trabectedin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31530	skos:exactMatch	DrugCentral:4156	Lexical	5-methyl-2-phenyl-2,4-dihydro-3H-pyrazol-3-one	edaravone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4757	skos:exactMatch	DrugCentral:987	Lexical	calcium disodium 2-({2-[bis(carboxylatomethyl)amino]ethyl}(carboxylatomethyl)amino)acetate	edetic acid	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135342	skos:exactMatch	DrugCentral:2361	Lexical		reboxetine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:251408	skos:exactMatch	DrugCentral:988	Lexical	N-ethyl-3-hydroxy-N,N-dimethylanilinium	edrophonium	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:68602	skos:exactMatch	DrugCentral:4174	Lexical	4-{[4-({4-[(E)-2-cyanoethenyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile hydrochloride	rilpivirine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:119486	skos:exactMatch	DrugCentral:989	Lexical	(4S)-6-chloro-4-(cyclopropylethynyl)-4-(trifluoromethyl)-1,4-dihydro-2H-3,1-benzoxazin-2-one	efavirenz	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:82718	skos:exactMatch	DrugCentral:4874	Lexical	(2R,3R)-2-(2,4-difluorophenyl)-3-(4-methylenepiperidin-1-yl)-1-(1H-1,2,4-triazol-1-yl)butan-2-ol	efinaconazole	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31531	skos:exactMatch	DrugCentral:991	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135859	skos:exactMatch	DrugCentral:992	Lexical	rac-2-[benzyl(phenyl)amino]ethyl 5-(5,5-dimethyl-2-oxido-1,3,2-dioxaphosphinan-2-yl)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3-carboxylate	efonidipine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4792	skos:exactMatch	DrugCentral:1009	Lexical	2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane	enflurane	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135142	skos:exactMatch	DrugCentral:2156	Lexical		oxagrelate	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135513	skos:exactMatch	DrugCentral:2437	Lexical		setastine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:36006	skos:exactMatch	DrugCentral:3174	Lexical	icosapentaenoic acid	eicosapentaenoic acid	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135668	skos:exactMatch	DrugCentral:1956	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135680	skos:exactMatch	DrugCentral:3473	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:132967	skos:exactMatch	DrugCentral:5080	Lexical	methyl {(2S)-1-[(2S)-2-{4-[(6S)-3-{2-[(2S)-1-{(2S)-2-[(methoxycarbonyl)amino]-3-methylbutanoyl}pyrrolidin-2-yl]-1H-imidazol-4-yl}-6-phenyl-6H-indolo[1,2-c][1,3]benzoxazin-10-yl]-1H-imidazol-2-yl}pyrrolidin-1-yl]-3-methyl-1-oxobutan-2-yl}carbamate	elbasvir	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135903	skos:exactMatch	DrugCentral:2955	Lexical		eledoisin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:73927	skos:exactMatch	DrugCentral:5169	Lexical	(1R,2R,3R,5Z,7E)-2-(3-hydroxypropoxy)-9,10-secocholesta-5,7,10-triene-1,3,25-triol	eldecalcitol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:50922	skos:exactMatch	DrugCentral:995	Lexical	3-{[(2R)-1-methylpyrrolidin-2-yl]methyl}-5-[2-(phenylsulfonyl)ethyl]-1H-indole	eletriptan	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135888	skos:exactMatch	DrugCentral:2168	Lexical		pimecrolimus	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135024	skos:exactMatch	DrugCentral:3731	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:71025	skos:exactMatch	DrugCentral:4166	Lexical	17beta-acetyl-11beta-[4-(dimethylamino)phenyl]-3-oxoestra-4,9-dien-17alpha-yl acetate	ulipristal	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:5439	skos:exactMatch	DrugCentral:1313	Lexical		glutethimide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:1712	skos:exactMatch	DrugCentral:997	Lexical	3alpha-hydroxy-5beta-pregnan-20-one	eltanolone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:85980	skos:exactMatch	DrugCentral:5001	Lexical	5-({(4-carbamoyl-2,6-dimethyl-L-phenylalanyl)[(1S)-1-(4-phenyl-1H-imidazol-2-yl)ethyl]amino}methyl)-2-methoxybenzoic acid	eluxadoline	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:72289	skos:exactMatch	DrugCentral:4300	Lexical	6-(3-chloro-2-fluorobenzyl)-1-[(2S)-1-hydroxy-3-methylbutan-2-yl]-7-methoxy-4-oxo-1,4-dihydroquinoline-3-carboxylic acid	elvitegravir	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:32241	skos:exactMatch	DrugCentral:2693	Lexical		tofisopam	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31562	skos:exactMatch	DrugCentral:1066	Lexical	disodium (17beta)-3-{[bis(2-chloroethyl)carbamoyl]oxy}estra-1(10),2,4-trien-17-yl phosphate	estramustine phosphate	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134718	skos:exactMatch	DrugCentral:4921	Lexical		safinamide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135733	skos:exactMatch	DrugCentral:3844	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4779	skos:exactMatch	DrugCentral:999	Lexical	1-(2-ethoxyethyl)-2-(4-methyl-1,4-diazepan-1-yl)-1H-benzimidazole	emedastine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:95304	skos:exactMatch	DrugCentral:406	Lexical		bromopride	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135169	skos:exactMatch	DrugCentral:1000	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135149	skos:exactMatch	DrugCentral:3206	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135943	skos:exactMatch	DrugCentral:4327	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31535	skos:exactMatch	DrugCentral:1002	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:94405	skos:exactMatch	DrugCentral:2820	Lexical		viloxazine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31536	skos:exactMatch	DrugCentral:1003	Lexical	4-amino-5-fluoro-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2(1H)-one	emtricitabine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4784	skos:exactMatch	DrugCentral:1005	Lexical	N-[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]-L-alanyl-L-proline	enalapril	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4786	skos:exactMatch	DrugCentral:1006	Lexical	N-[(1S)-1-carboxy-3-phenylpropyl]-L-alanyl-L-proline	enalaprilat	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4788	skos:exactMatch	DrugCentral:1007	Lexical	4-methoxy-N-{2-[2-(1-methylpiperidin-2-yl)ethyl]phenyl}benzamide	encainide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135825	skos:exactMatch	DrugCentral:3809	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:134946	skos:exactMatch	DrugCentral:3512	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:6847	skos:exactMatch	DrugCentral:1759	Lexical		methylclothiazide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:608828	skos:exactMatch	DrugCentral:1010	Lexical	N-acetyl-L-tyrosyl-L-threonyl-L-seryl-L-leucyl-L-isoleucyl-L-histidyl-L-seryl-L-leucyl-L-isoleucyl-L-alpha-glutamyl-L-alpha-glutamyl-L-seryl-L-glutaminyl-L-asparaginyl-L-glutaminyl-L-glutaminyl-L-alpha-glutamyl-L-lysyl-L-asparaginyl-L-alpha-glutamyl-L-alpha-glutamyl-L-alpha-glutamyl-L-leucyl-L-leucyl-L-alpha-glutamyl-L-leucyl-L-alpha-aspartyl-L-lysyl-L-tryptophyl-L-alanyl-L-seryl-L-leucyl-L-tryptophyl-L-asparaginyl-L-tryptophyl-L-phenylalaninamide	enfuvirtide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:81294	skos:exactMatch	DrugCentral:3791	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:157175	skos:exactMatch	DrugCentral:1013	Lexical	1-ethyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid	enoxacin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:28304	skos:exactMatch	DrugCentral:4879	Lexical		enoxaparin sodium	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:30853	skos:exactMatch	DrugCentral:3178	Lexical	3beta-hydroxy-11-oxoolean-12-en-30-oic acid	enoxolone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:473990	skos:exactMatch	DrugCentral:1019	Lexical	2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1,9-dihydro-6H-purin-6-one	entecavir	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135528	skos:exactMatch	DrugCentral:2157	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135318	skos:exactMatch	DrugCentral:2506	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:59141	skos:exactMatch	DrugCentral:3433	Lexical	4,7-phenanthroline-5,6-dione		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135872	skos:exactMatch	DrugCentral:3180	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:9661	skos:exactMatch	DrugCentral:3624	Lexical	propane-1,2,3-triyl triacetate		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:52053	skos:exactMatch	DrugCentral:4466	Lexical	disodium 2-(2,4,5,7-tetrabromo-6-oxido-3-oxo-3H-xanthen-9-yl)benzoate	eosin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31539	skos:exactMatch	DrugCentral:1021	Lexical	{(5Z)-5-[(2E)-2-methyl-3-phenylprop-2-en-1-ylidene]-4-oxo-2-thioxo-1,3-thiazolidin-3-yl}acetic acid	epalrestat	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4800	skos:exactMatch	DrugCentral:4467	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:77069	skos:exactMatch	DrugCentral:1022	Lexical	rac-1-(4-ethylphenyl)-2-methyl-3-(piperidin-1-yl)propan-1-one	eperisone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:15407	skos:exactMatch	DrugCentral:1024	Lexical	(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol	ephedrine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:47898	skos:exactMatch	DrugCentral:1030	Lexical	(1S,3S)-3,5,12-trihydroxy-3-(hydroxyacetyl)-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-arabino-hexopyranoside	epirubicin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135612	skos:exactMatch	DrugCentral:2368	Lexical		reproterol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:34738	skos:exactMatch	DrugCentral:1026	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:51032	skos:exactMatch	DrugCentral:1027	Lexical	9,13b-dihydro-1H-dibenzo[c,f]imidazo[1,5-a]azepin-3-amine	epinastine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31545	skos:exactMatch	DrugCentral:1029	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:93147	skos:exactMatch	DrugCentral:3770	Lexical		meprylcaine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135524	skos:exactMatch	DrugCentral:3456	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135688	skos:exactMatch	DrugCentral:1031	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31546	skos:exactMatch	DrugCentral:3181	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31547	skos:exactMatch	DrugCentral:1032	Lexical	7alpha-methoxycarbonyl-3-oxo-9,11alpha-epoxy-17alpha-pregn-4-ene-21,17-carbolactone	eplerenone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135432	skos:exactMatch	DrugCentral:3494	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:15552	skos:exactMatch	DrugCentral:1034	Lexical	(5Z,13E,15S)-6,9alpha-epoxy-11alpha,15-dihydroxyprosta-5,13-dienoic acid	epoprostenol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135051	skos:exactMatch	DrugCentral:3173	Lexical		edoxudine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:82716	skos:exactMatch	DrugCentral:1035	Lexical	3-[4-(2-ethoxy-2-phenylethyl)piperazin-1-yl]-2-methyl-1-phenylpropan-1-one		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4814	skos:exactMatch	DrugCentral:1037	Lexical	4-({2-butyl-5-[(1E)-2-carboxy-3-(2-thienyl)prop-1-en-1-yl]-1H-imidazol-1-yl}methyl)benzoic acid	eprosartan	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135497	skos:exactMatch	DrugCentral:1038	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31795	skos:exactMatch	DrugCentral:4290	Lexical	magnesium sulfate--water (1/7)		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:291902	skos:exactMatch	DrugCentral:1040	Lexical	[(3R,11S,17S,20S,25aS)-11-(4-carbamimidamidobutyl)-3-carbamoyl-20-(1H-indol-3-ylmethyl)-1,9,12,15,18,21-hexaoxodocosahydro-7H-pyrrolo[2,1-g][1,2,5,8,11,14,17,20]dithiahexaazacyclotricosin-17-yl]acetic acid	eptifibatide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31952	skos:exactMatch	DrugCentral:2035	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:45979	skos:exactMatch	DrugCentral:2621	Lexical	2-(1,3-thiazol-4-yl)-1H-benzimidazole	thiabendazole	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:131715	skos:exactMatch	DrugCentral:83	Lexical	1-ethyl-4-oxo-7-(pyridin-4-yl)-1,4-dihydroquinoline-3-carboxylic acid		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135329	skos:exactMatch	DrugCentral:3243	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4822	skos:exactMatch	DrugCentral:1042	Lexical	N-[(2S)-1-hydroxypropan-2-yl]-6-methyl-9,10-didehydroergoline-8beta-carboxamide	ergometrine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:64318	skos:exactMatch	DrugCentral:1043	Lexical	(5'alpha)-5'-benzyl-12'-hydroxy-2'-methyl-3',6',18-trioxoergotaman	ergotamine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:90863	skos:exactMatch	DrugCentral:5008	Lexical	rel-N-{6-[(2R,6S)-2,6-dimethylmorpholin-4-yl]pyridin-3-yl}-2-methyl-4'-(trifluoromethoxy)[1,1'-biphenyl]-3-carboxamide	sonidegib	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:31618	skos:exactMatch	DrugCentral:1190	Lexical	7-chloro-5-(2-fluorophenyl)-1-methyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:60072	skos:exactMatch	DrugCentral:1047	Lexical	(2R*,3S*)-3,4-bis(nitrooxy)butane-1,2-diyl dinitrate		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:66903	skos:exactMatch	DrugCentral:4227	Lexical	2-chloro-N-[4-chloro-3-(pyridin-2-yl)phenyl]-4-(methylsulfonyl)benzamide	vismodegib	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135939	skos:exactMatch	DrugCentral:4310	Lexical		lacosamide	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:114785	skos:exactMatch	DrugCentral:1045	Lexical	N-(3-ethynylphenyl)-6,7-bis(2-methoxyethoxy)quinazolin-4-amine	erlotinib	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:404903	skos:exactMatch	DrugCentral:1046	Lexical	(4R,5S,6S)-3-({(3S,5S)-5-[(3-carboxyphenyl)carbamoyl]pyrrolidin-3-yl}sulfanyl)-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid	ertapenem	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:42355	skos:exactMatch	DrugCentral:1048	Lexical	(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-(2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranosyloxy)-14-ethyl-7,12,13-trihydroxy-6-[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyloxy]-3,5,7,9,11,13-hexamethyloxacyclotetradecane-2,10-dione	erythromycin	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135881	skos:exactMatch	DrugCentral:3940	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4846	skos:exactMatch	DrugCentral:1052	Lexical	(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-(2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranosyloxy)-14-ethyl-7,12,13-trihydroxy-6-[3,4,6-trideoxy-3-(dimethylamino)-2-O-propanoyl-beta-D-xylo-hexopyranosyloxy]-3,5,7,9,11,13-hexamethyloxacyclotetradecane-2,10-dione dodecyl hydrogen sulfate	erythromycin propionate	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:32016	skos:exactMatch	DrugCentral:4224	Lexical	5-methyl-1-phenylpyridin-2(1H)-one		https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4855	skos:exactMatch	DrugCentral:3186	Lexical		eseridine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:27953	skos:exactMatch	DrugCentral:2159	Lexical	(3aS,8aR)-1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate	physostigmine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:42446	skos:exactMatch	DrugCentral:5060	Lexical	(2S)-2-(2-fluoro-[1,1'-biphenyl-4-yl])propanoic acid	esflurbiprofen	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135456	skos:exactMatch	DrugCentral:1237	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:60799	skos:exactMatch	DrugCentral:4468	Lexical	(2S)-2-(2-chlorophenyl)-2-(methylamino)cyclohexanone	esketamine	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:4856	skos:exactMatch	DrugCentral:1054	Lexical	rac-methyl 3-{4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl}propanoate	esmolol	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:135695	skos:exactMatch	DrugCentral:933	Lexical			https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
CHEBI:53760	skos:exactMatch	DrugCentral:1068	Lexical	(5S)-6-(5-chloropyridin-2-yl)-7-oxo-6,7-dihydro-5H-pyrrolo[3,4-b]pyrazin-5-yl 4-methylpiperazine-1-carboxylate	eszopiclone	https://ftp.ebi.ac.uk/pub/databases/chebi/Flat_file_tab_delimited/names.tsv.gz
